subject_id	time
4100	2007
4101	2007
4123	2002
4124	2010
4125	2010
4140	2004
4144	2005
4163	2003
4164	2002
4180	2006
4185	2004
4188	1985
4190	2001
4192	2006
4193	2007
4195	2006
4200	2010
4212	1994
4213	1986
4214	2004
4215	2004
4216	2006
4217	2005
4221	2003
4235	2005
4237	2006
4240	2006
4242	1987
4243	2004
4244	1995
4252	2008
4255	2010
4256	2006
4263	2010
4264	1993
4274	2010
4281	2010
4282	2010
4283	2010
4284	2010
4285	2010
4286	2010
4290	2010
4291	2010
4292	2010
4293	2010
4294	2010
4301	1999
4312	2010
4313	2010
4315	2010
4328	2010
4330	2010
4369	2005
4370	2003
4371	2004
4374	2006
4383	2002
4384	2003
4390	2010
4394	2009
4395	2009
4396	2005
4397	2005
4398	2006
4400	1998
4406	1990
4419	2007
4421	2008
4442	1992
4450	2010
4466	1997
4471	2004
4473	2010
4475	2010
4480	2010
4482	1991
4486	2010
4507	1995
4522	2010
4530	2010
4541	2010
4542	2002
4543	2002
4556	2009
4558	2010
4562	2006
4583	1988
4588	2007
4607	2006
4608	2007
4614	2010
4631	2010
4634	2001
4635	2002
4653	1989
4663	2008
4668	2009
4686	2003
4735	1985
4803	2007
4829	2007
4830	2009
4840	2007
4841	2008
4843	1986
4849	2009
4859	2010
4871	2010
4873	2010
4882	2003
4884	2011
4887	2006
5087	2009
5109	2006
5118	1988
5120	2010
5230	2002
5231	2003
5232	2004
5332	2010
5365	2006
5378	2005
5393	2010
5421	2006
5425	1992
5426	1983
5428	1993
5430	1985
5431	2004
5432	1994
5433	1995
5434	1996
5435	1993
5436	2010
5437	1994
5467	1989
5468	1993
5474	2010
5475	2008
5487	1974
5490	2006
5491	1997
5498	2010
5499	2010
5640	2009
5647	2010
5648	2010
5649	2010
5650	2010
5651	2010
5652	2010
5653	2010
5654	2010
5655	2010
5656	2010
5658	2010
5694	2002
5753	2010
5779	2010
5826	2001
5832	2010
5835	1992
5848	1995
5864	1980
5868	1984
5869	1989
5870	1981
5871	1989
5874	2005
5881	2006
5910	2007
5918	2009
5919	2008
5927	1988
5941	2006
5964	2003
5972	2010
5976	2010
5977	2000
5997	2006
5998	2006
6007	2004
6021	1997
6048	1997
6049	1997
6235	2007
6254	1996
6256	1992
6326	1989
6328	2005
6375	2000
6389	2005
6390	2000
6414	2006
6437	2006
6473	2010
6476	2010
6499	2007
6501	1997
6504	2004
6592	2009
6593	1995
6605	1990
6609	2004
6649	1995
6650	1999
6651	2010
6751	2004
6752	2005
6755	2005
6756	2010
6776	2000
6804	2005
6811	2010
6812	2010
6813	2010
6814	2010
6815	2010
6816	2010
6819	2010
6820	2010
6848	2006
6849	2007
6858	2010
6880	2010
6909	2010
6933	2010
6934	2010
6937	2002
6985	2010
6986	2009
6993	2007
6995	2003
6997	2004
6998	2011
7014	2010
7026	2008
7029	2007
7033	2010
7056	2010
7062	2010
7075	1999
7104	2007
7106	2006
7107	1996
7108	1995
7145	2004
7150	2010
7157	2010
7159	1998
7160	2005
7183	2010
7184	2009
7206	1995
7217	2002
7218	2007
7244	2008
7258	2005
7298	2009
7312	2010
7320	1999
7345	1988
7348	2010
7350	2010
7352	2005
7354	2004
7360	2007
7362	1998
7366	2003
7370	2006
7376	2007
7383	2010
7397	2006
7408	1991
7570	1998
7573	2010
7597	2007
7617	2007
7618	2004
7619	2005
7620	2007
7621	2006
7654	2006
7666	2010
7667	1988
7707	2016
7747	2008
7777	1999
7806	2005
7835	2007
7842	2010
7843	2010
7844	2010
7860	2005
7880	2005
7882	2010
7883	2010
7904	2004
7931	2002
7941	2007
7964	2010
7991	2004
7993	2006
7995	2006
8008	2006
8061	2010
8081	2010
8082	2010
8083	2010
8122	2009
8181	2007
8199	1994
8200	1985
8218	2011
8219	2006
8227	2006
8233	2006
8249	1993
8281	1999
8290	1998
8292	1998
8293	2007
8294	2005
8295	2005
8296	1999
8297	2004
8299	2000
8300	2003
8333	2009
8356	1991
8357	1995
8363	1989
8364	1983
8365	1991
8371	2010
8372	2010
8378	2001
8380	1986
8386	1984
8389	2010
8390	2010
8400	2010
8401	2010
8402	2010
8412	1997
8413	2002
8415	2003
8452	2010
8461	2004
8465	2010
8474	2011
8484	1989
8539	2005
8543	2010
8544	2001
8546	2010
8560	2010
8582	1993
8590	2006
8621	2010
8622	1990
8637	2010
8696	1988
8700	2000
8702	2004
8719	1999
8725	2010
8726	2010
8748	2002
8758	2005
8803	1992
8804	1994
8805	1993
8881	1997
8882	1998
8883	2007
8884	2008
8966	1993
8968	1994
8969	1995
8970	1996
8971	1997
8972	1998
8973	1999
8982	2000
8986	2001
8987	2002
8989	2003
8990	2011
8991	2004
8993	2005
8995	2006
8996	2007
8997	2008
8998	2009
8999	2010
9001	2008
9002	1997
9003	1992
9005	1989
9269	1991
9270	1995
9271	1998
9272	1998
9303	2004
9304	1983
9348	2001
9349	2002
9350	2010
9352	2003
9368	2010
9380	2010
9385	2010
9387	1996
9389	2011
9397	2005
9406	2010
9416	2010
9425	2006
9426	2006
9435	2011
9470	2006
9472	2011
9540	1975
9564	2003
9565	1986
9566	1996
9567	1996
9568	1999
9569	2001
9570	1987
9571	2007
9572	1987
9579	1988
9588	1997
9605	2006
9616	2009
9617	2000
9618	2001
9619	2005
9622	1985
9639	2010
9642	2007
9655	2011
9713	1998
9716	2011
9717	2011
9726	2011
9731	2004
9732	2007
9733	2006
9737	2010
9751	2010
9756	1995
9757	2011
9774	2011
9779	2011
9781	2011
9783	2011
9800	2011
9801	2011
9820	2011
9821	2011
9840	2011
9850	2011
9853	2011
9871	2005
9911	2011
9912	2011
9966	2001
9979	1989
9996	2003
10040	2011
10068	2013
10071	2011
10074	2011
10075	2010
10076	2010
10099	2006
10145	2005
10158	2011
10160	2005
10162	2009
10180	2005
10181	2005
10182	1998
10184	2011
10197	2010
10213	2011
10220	1999
10225	2011
10226	2011
10227	2011
10238	2003
10243	2011
10246	2006
10261	2011
10262	1989
10275	2002
10276	2001
10277	2005
10278	2011
10283	2011
10285	2003
10291	2008
10299	2010
10306	2007
10308	2011
10309	2007
10335	2011
10337	2009
10338	2011
10339	2011
10353	2011
10356	2002
10357	2003
10358	2004
10375	1980
10376	2001
10377	2011
10378	1996
10379	1983
10380	2011
10381	2011
10382	2004
10383	2011
10384	2011
10385	2011
10387	1969
10388	1981
10389	1978
10390	1972
10391	1987
10392	1978
10393	1974
10394	1998
10395	1995
10396	1991
10401	2002
10402	1983
10404	1970
10405	1974
10406	2002
10407	1987
10409	1994
10413	1997
10414	2003
10416	2003
10417	1999
10418	2000
10419	2000
10421	2005
10422	1999
10435	2011
10436	2011
10437	2011
10440	2011
10456	2006
10457	2012
10459	2011
10460	2011
10461	2011
10462	2012
10463	2013
10467	1994
10469	2008
10470	2010
10481	2009
10488	2010
10494	2010
10506	2005
10507	2004
10508	2005
10509	2004
10526	2011
10553	2011
10555	2006
10557	2008
10558	2008
10559	2008
10560	1983
10561	1992
10565	2011
10566	2011
10567	1987
10569	1994
10570	2010
10578	1998
10581	2009
10582	2005
10595	2006
10596	2007
10597	1995
10598	2007
10599	2012
10600	2011
10601	2011
10609	2011
10610	2011
10613	2010
10636	2011
10639	2011
10649	2010
10650	2011
10687	2007
10704	2006
10739	2011
10741	2011
10742	2011
10745	2001
10748	2003
10760	2011
10761	2011
10765	2010
10782	2010
10797	2010
10799	2011
10829	2011
10840	2012
10842	2011
10843	2011
10844	2011
10852	2003
10854	2003
10857	2011
10940	2011
10941	2011
10942	2011
10954	2010
10965	1996
10966	2010
10989	2005
10997	2010
11043	2010
11044	2011
11045	2011
11058	2011
11072	1988
11114	2007
11132	1995
11142	2011
11145	2011
11147	2008
11180	2011
11189	1965
11190	1968
11191	1970
11193	1998
11208	2001
11209	2006
11210	2007
11577	2011
11598	2011
11600	1999
11602	2009
11603	1993
11604	1982
11629	2010
11645	2008
11646	1996
11647	1998
11658	2008
11683	1979
11684	1994
11714	2011
11715	2011
11726	2011
11727	2001
11728	2006
11743	1999
11779	2011
11784	1995
11834	2011
11836	2003
11844	2007
11875	2002
11876	2007
11895	1987
11909	2010
11911	2001
11913	1998
11973	2011
12012	1995
12071	2010
12081	2011
12083	1992
12189	2011
12192	2011
12193	2008
12282	2001
12283	2010
12309	2005
12317	2011
12332	2011
12333	2011
12344	1998
12351	2011
12357	2007
12381	2007
12426	2011
12433	2011
12436	2009
12496	2011
12536	2011
12544	2011
12546	2011
12557	2011
12558	2011
12576	2011
12579	1979
12618	2011
12620	2012
12655	2009
12697	2011
12703	2011
12722	2005
12782	2000
12784	2003
12786	2002
12885	2011
12943	1993
12944	1992
12970	2006
12982	2002
12985	2010
13008	2010
13012	1979
13014	2010
13015	2002
13041	2010
13045	2011
13091	2011
13097	2010
13131	2005
13132	2008
13133	2010
13134	2009
13135	2011
13143	2007
13207	2003
13295	2010
13312	2011
13342	1999
13343	2011
13344	2012
13345	2012
13379	2011
13406	2010
13428	2007
13429	2009
13430	2007
13448	2005
13485	2011
13498	2010
13549	1993
13550	1998
13551	2007
13552	1990
13553	2001
13554	1997
13555	2001
13557	2008
13603	2011
13612	2002
13618	1993
13674	1989
13677	1988
13679	1996
13809	2005
13813	1999
13823	2004
13971	1998
13973	2011
13987	2002
14041	2001
14086	2005
14106	2005
14109	2010
14153	2004
14220	2011
14231	2001
14389	2003
14427	2011
14429	2011
14508	2000
14511	2009
14514	2010
14519	1981
14538	2007
14542	2008
14588	2011
14616	2009
14643	2004
14645	1993
14646	2001
14650	2007
14652	1999
14653	2002
14667	2011
14684	2002
14718	2011
14729	2011
14731	2008
14733	2011
14738	2011
14749	2011
14759	2011
14763	2011
14766	2009
14830	2016
14871	2007
14876	2000
14877	2001
14878	2002
14879	2004
14880	2000
14881	2001
14890	2011
14933	2011
14937	1990
14952	2011
14959	2011
14964	2011
14996	2011
15007	2007
15174	1997
15176	1987
15177	2003
15237	2011
15353	2005
15395	2011
15489	2011
15494	2011
15871	2011
15885	2011
15910	2012
15946	2005
15957	2006
15958	2008
16139	2011
16140	2010
16141	2011
16190	2004
16215	2005
16235	2011
16250	2009
16393	2001
16436	2001
16437	2011
16521	1995
16528	2010
16557	1988
16579	2011
16594	2011
16605	2004
16608	2010
16621	2011
16804	1997
16805	1975
16841	2001
16854	2011
16872	1974
16924	1994
16981	2009
16996	2011
17045	2012
17119	2005
17120	2006
17121	2006
17122	2008
17134	2010
17160	2011
17351	1982
17677	2009
17746	2001
17758	2008
17777	2010
17792	2011
17873	1974
17874	1996
17883	2011
18004	2011
18009	2008
18010	2003
18016	2012
18041	1986
18046	1986
18047	1987
18048	1998
18049	2001
18063	1991
18079	2010
18082	2002
18083	2004
18093	1988
18107	1995
18150	2002
18151	2004
18176	2007
18252	1977
18254	1976
18268	2010
18294	2011
18299	2010
18361	2011
18371	2011
18457	2000
18459	2002
18461	1989
18480	2010
18498	1994
18502	2005
18504	1995
18505	1990
18506	2003
18509	1994
18510	1997
18511	2006
18512	2007
18513	2000
18575	1999
18576	2010
18578	2011
18580	2011
18605	2011
18606	2005
18607	1994
18613	2005
18614	2011
18615	2008
18616	2003
18617	2001
18618	1991
18623	2011
18624	2011
18629	2011
18631	2011
18635	2011
18636	2011
18656	2009
18692	2005
18709	2011
18771	2009
18775	2011
18778	2005
18779	2006
18780	2011
18797	2012
18826	2000
18842	1999
18850	1989
18864	2011
18882	2011
18967	2005
19017	2010
19021	2012
19039	2000
19040	2002
19051	1997
19130	2011
19134	2011
19136	2007
19208	1985
19322	2011
19390	2004
19392	2004
19393	2002
19418	2001
19446	2002
19524	2001
19531	2011
19538	2001
19540	2011
19542	1997
19561	2011
19591	2007
19594	2006
19613	1994
19615	2002
19704	2006
19707	2007
19708	2010
19889	1989
20002	2006
20056	2010
20113	2011
20114	2012
20115	1992
20116	2009
20117	2005
20118	2007
20232	2005
20234	2006
20235	2004
20241	2010
20266	1987
20276	2011
20359	2007
20431	2000
20523	2011
20528	2011
20529	2006
20547	2011
20580	2001
20582	2012
20683	2008
20691	2007
20692	2008
20709	2007
20729	2012
20799	2012
20813	2011
20815	2014
20831	1985
20851	2012
20865	2006
20867	1995
20909	2011
20923	2007
20925	2005
20926	2006
20928	2001
20929	1997
20930	1999
20931	2002
20932	2003
20933	2004
20934	2007
20961	1992
20996	2004
21032	2011
21035	2008
21037	2007
21065	2006
21099	2006
21231	2003
21233	2000
21335	2011
21580	2011
21713	2002
21743	2010
21898	2011
21900	2012
21929	2003
21942	2011
22049	2005
22050	2006
22100	2013
22107	2004
22108	2006
22109	2005
22179	2012
22192	1997
22241	2011
22287	2012
22346	2012
22405	2004
22406	2006
22444	2008
22505	2012
22507	2011
22508	1991
22509	1992
22510	1994
22517	2004
22562	2012
22584	2003
22588	2011
22599	2008
22601	2007
22630	2011
22657	2012
22679	2012
22704	1980
22739	2011
22756	2011
22759	2011
22849	2011
22912	2011
22946	2011
22956	2000
22985	1994
22986	1998
22987	2004
22988	2004
23056	2011
23119	2013
23154	2001
23155	2003
23156	2004
23157	2006
23160	2006
23161	2012
23170	2011
23178	1989
23180	1991
23181	1996
23213	1998
23303	2010
23304	1982
23305	1982
23307	1979
23322	2006
23325	2008
23386	2012
23421	2012
23443	2002
23446	2003
23452	1996
23467	1998
23495	2012
23535	2012
23536	2005
23537	2012
23542	2005
23573	1941
23618	1989
23626	2012
23681	2012
23682	2010
23683	2012
23684	2012
23685	2012
23686	2012
24053	2012
24056	2011
24062	2001
24075	1998
24146	1972
24153	1987
24154	1990
24159	1999
24161	2011
24165	2012
24222	2009
24241	2004
24274	1971
24302	2004
24329	2004
24356	2006
24508	2012
24540	2012
24541	2011
24542	2011
24543	2011
24544	2012
24545	2011
24546	2012
24592	2011
24593	2012
24649	2012
24651	2011
24683	1986
24738	2012
24790	2012
24801	2008
24815	2012
24823	1992
24824	2011
24837	2013
25075	2003
25076	2001
25077	1991
25117	2007
25226	2011
25341	2007
25363	2009
25369	2006
25399	1993
25400	2006
25414	2004
25417	1996
25421	1983
25422	1992
25423	1990
25424	1990
25425	1990
25426	1985
25442	1997
25444	2012
25497	1994
25552	2007
25587	2011
25602	1996
25608	2006
25610	2011
25630	2007
25665	2001
25709	1997
25710	1999
25711	1996
25713	1960
25714	1998
25715	1998
25716	1996
25823	2012
25833	2012
25834	2012
25919	2000
25920	2004
25961	1940
26013	2012
26224	2007
26228	1994
26229	2012
26266	1995
26295	2009
26314	2003
26354	2000
26391	2003
26407	2001
26449	2012
26453	1994
26463	1996
26518	1996
26592	1989
26593	1987
26594	1983
26800	2012
26803	2011
26804	2013
26806	2012
26825	2012
26949	1995
26987	2012
27088	1987
27213	1985
27236	2012
27317	2012
27332	2012
27334	2012
27337	2011
27356	1995
27357	1995
27358	1993
27361	1987
27362	1988
27364	2012
27478	1988
27479	1989
27555	2012
27566	2012
27567	2012
27568	2012
27624	2011
27759	1998
27773	1999
27778	2000
27779	2001
27780	2002
27781	2003
27832	2011
27883	2000
27885	2011
27886	2001
27899	2011
27924	2011
27993	2007
28020	2010
28021	1969
28025	1983
28065	1999
28066	1999
28101	1999
28102	2003
28103	1972
28110	2011
28112	1996
28114	1993
28165	1990
28167	1992
28205	2012
28206	2011
28225	2012
28230	2012
28287	1980
28288	2003
28354	1997
28357	2006
28359	2005
28389	2000
28411	2011
28431	2012
28440	2012
28496	2012
28533	2012
28546	2011
28628	1991
28687	2012
28697	2012
28707	1958
28712	1993
28881	1998
28900	2012
28956	1999
29060	2012
29072	2012
29073	2012
29074	2013
29075	2012
29120	2012
29139	2011
29259	2012
29307	2012
29311	1972
29315	2011
29323	2012
29326	1985
29366	2009
29399	2005
29400	2009
29413	2019
29414	2013
29421	2012
29426	2012
29432	2012
29647	2011
29648	2012
29649	2013
29650	2012
29813	2012
29870	2010
29883	2021
29889	2011
29929	1997
29944	2004
30055	2011
30141	2011
30222	2007
30223	2009
30224	1989
30302	2012
30361	2012
30390	2008
30472	2012
30483	2006
30488	2007
30491	1995
30503	2006
30515	2003
30520	1999
30525	1999
30526	2012
30621	1996
30627	1998
31034	2004
31212	2012
31258	2004
31374	2012
31413	2012
31414	2012
31416	2013
31417	2012
31418	2012
31435	2012
31525	2009
31531	2010
31533	2005
32025	1999
32093	2007
32164	1999
32213	1981
32215	1999
32247	2001
32248	1981
32291	1991
32318	2012
32330	1998
32816	2012
32817	2012
33002	2003
33051	1987
33068	2012
33116	2012
33118	1998
33219	1985
33220	1986
33255	2012
33299	1987
33310	1999
33315	2003
33319	2006
33352	2012
33354	2012
33355	2012
33399	2008
33446	2012
33491	2012
33509	1992
33514	2011
33663	2011
33693	2011
33695	2011
33702	2012
33820	2006
33922	1981
34000	2010
34005	2010
34025	2012
34028	2012
34136	2010
