    category
2461	all_ages
2460	all_ages
1314	all_ages
3482	all_ages
2089	all_ages
2975	all_ages
7777	all_ages
2976	all_ages
1741	all_ages
55770	all_ages
3632	all_ages
22759	all_ages
2582   	all_ages
233 all_ages
3631	all_ages
10380	all_ages
5436	all_ages
8402	all_ages
921	all_ages
254	all_ages
2783	all_ages
2970	all_ages
2974	all_ages
2215	all_ages
2969	all_ages
2968	all_ages
444	all_ages
823	all_ages
133860	all_ages
1962	all_ages
10553	all_ages
894	all_ages
1373	all_ages
822	all_ages
443	all_ages
840	all_ages
1987	all_ages
1966	all_ages
2973	all_ages
2972	all_ages
3423	all_ages
313	all_ages
305	all_ages
2074	all_ages
312	all_ages
812	all_ages
1728	all_ages
337	all_ages
2585	all_ages
2225	all_ages
506	all_ages
234	all_ages
767	all_ages
978	all_ages
3628	all_ages
847	all_ages
1856	all_ages
860	all_ages
8	all_ages
10440	all_ages
1773	all_ages
485	all_ages
242	all_ages
1487	all_ages
338	all_ages
486	all_ages
1510	all_ages
1333	all_ages
311	all_ages
1940	all_ages
977	all_ages
605	all_ages
2741	all_ages
18636	all_ages
16235	all_ages
18624	all_ages
2463	all_ages
788	all_ages
276	all_ages
1453	all_ages
9717	all_ages
285074	all_ages
246238	all_ages
766	all_ages
3478	all_ages
334	all_ages
768	all_ages
253	all_ages
146457	all_ages
217072	all_ages
141530	all_ages
263808	all_ages
268067	all_ages
186620	all_ages
227724	all_ages
209925	all_ages
206737	all_ages
221736	all_ages
382	all_ages
302	all_ages
231261	all_ages
232067	all_ages
119356	all_ages
4264	all_ages
1953	all_ages
160209	all_ages
269235	all_ages
124649	all_ages
56846	all_ages
93377	all_ages
1436	all_ages
117777	all_ages
1040	all_ages
1039	all_ages
793	all_ages
152091	all_ages
2908	all_ages
4507	all_ages
1421	all_ages
6375	all_ages
4466	all_ages
1704	all_ages
1608	all_ages
1972	all_ages
1973	all_ages
1011	all_ages
1444	all_ages
92836	all_ages
2010	all_ages
916	all_ages
5432	all_ages
4315	all_ages
772	all_ages
3302	all_ages
909	all_ages
1326	all_ages
204317	all_ages
1450	all_ages
149983	all_ages
9911	all_ages
1434	all_ages
1934	all_ages
2790	all_ages
170261	all_ages
1427	all_ages
179949	all_ages
993	all_ages
115615	all_ages
976	all_ages
211035	all_ages
156591	all_ages
116461	all_ages
1939	all_ages
165829	all_ages
175457	all_ages
160124	all_ages
3287	all_ages
3428	all_ages
123281	all_ages
83868	all_ages
77625	all_ages
100511	all_ages
1451	all_ages
7320	all_ages
2903	all_ages
1027	all_ages
902	all_ages
1424	all_ages
805	all_ages
893	all_ages
308	all_ages
37685	all_ages
848	all_ages
794	all_ages
1257	all_ages
315	all_ages
696	all_ages
1996	all_ages
880	all_ages
3153	all_ages
47576	all_ages
842	all_ages
1026	all_ages
3113	all_ages
2127	all_ages
1025	all_ages
340	all_ages
29648	all_ages
289	all_ages
3996	all_ages
6049	all_ages
46312	all_ages
1997	all_ages
106656	all_ages
10356	all_ages
841	all_ages
839	all_ages
294	all_ages
6048	all_ages
29259	all_ages
917	all_ages
1650	all_ages
1931	all_ages
3375	all_ages
3485	all_ages
1976	all_ages
1905	all_ages
139670	all_ages
2129	all_ages
265	all_ages
23686	all_ages
106655	all_ages
843	all_ages
490	all_ages
2001	all_ages
106653	all_ages
11834	all_ages
3324	all_ages
3774	all_ages
247	all_ages
126623	all_ages
2784	all_ages
1671	all_ages
1606	all_ages
1428	all_ages
119187	all_ages
1266	all_ages
132197	all_ages
105255	all_ages
113649	all_ages
120205	all_ages
113650	all_ages
111097	all_ages
115908	all_ages
56847	all_ages
899	all_ages
77476	all_ages
110467	all_ages
100403	all_ages
29647	all_ages
532	all_ages
927	all_ages
297	all_ages
237	all_ages
837	all_ages
1030	all_ages
286	all_ages
895	all_ages
107835	all_ages
12	all_ages
965	all_ages
238	all_ages
698	all_ages
320	all_ages
593	all_ages
979	all_ages
836	all_ages
1267	all_ages
1044	all_ages
100443	all_ages
928	all_ages
93714	all_ages
28687	all_ages
103906	all_ages
20926	all_ages
6649	all_ages
77188	all_ages
38069	all_ages
2771	all_ages
12544	all_ages
531	all_ages
12536	all_ages
1753	all_ages
22679	all_ages
100526	all_ages
100449	all_ages
53984	all_ages
51	all_ages
2354	all_ages
2842	all_ages
41529	all_ages
36759	all_ages
1104	all_ages
236	all_ages
891	all_ages
2496	all_ages
259	all_ages
488	all_ages
2691	all_ages
23684	all_ages
2567	all_ages
1262	all_ages
1263	all_ages
2450	all_ages
2481	all_ages
1264	all_ages
2664	all_ages
2839	all_ages
2142	all_ages
9622	all_ages
2141	all_ages
3407	all_ages
1981	all_ages
1878	all_ages
2167	all_ages
440	all_ages
1396	all_ages
2092	all_ages
299	all_ages
1948	all_ages
116276	all_ages
95800	all_ages
67809	all_ages
95796	all_ages
288	all_ages
11909	all_ages
103810	all_ages
1926	all_ages
887	all_ages
22985	all_ages
76319	all_ages
888	all_ages
55467	all_ages
1309	all_ages
536	R18
64172	all_ages
1037	all_ages
78282	all_ages
1271	all_ages
71594	all_ages
95784	all_ages
1103	all_ages
1029	all_ages
44693	all_ages
69214	all_ages
93044	all_ages
50658	all_ages
28440	all_ages
1849	all_ages
72942	all_ages
32318	all_ages
58949	all_ages
827	all_ages
11602	all_ages
751	all_ages
42741	all_ages
4328	all_ages
799	all_ages
28389	all_ages
22505	all_ages
28354	all_ages
306	all_ages
37785	all_ages
290	all_ages
10560	all_ages
10384	all_ages
1688	all_ages
326	all_ages
324	all_ages
14220	all_ages
2459	all_ages
980	all_ages
981	all_ages
292	all_ages
12192	all_ages
1743	all_ages
2712	all_ages
770	all_ages
1486	all_ages
1010	all_ages
1860	all_ages
975	all_ages
1804	all_ages
1852	all_ages
1861	all_ages
1015	all_ages
515	all_ages
985	all_ages
2408	all_ages
1377	all_ages
309	all_ages
48039	all_ages
2090	all_ages
9856	R18
17677	all_ages
6819	all_ages
274	all_ages
1529	all_ages
1707	all_ages
1850	all_ages
1077	all_ages
42850	all_ages
885	all_ages
13295	all_ages
489	all_ages
12426	all_ages
884	all_ages
24593	all_ages
18580	all_ages
16924	all_ages
1952	all_ages
10857	all_ages
876	all_ages
10742	all_ages
9840	all_ages
5779	all_ages
528	all_ages
9912	all_ages
27364	all_ages
6858	all_ages
3848	all_ages
9737	all_ages
10381	all_ages
4290	all_ages
5976	all_ages
1868	all_ages
4190	all_ages
1880	all_ages
3471	all_ages
11577	all_ages
7880	all_ages
5647	all_ages
849	all_ages
496	all_ages
6811	all_ages
5474	all_ages
1219	all_ages
407	all_ages
513	all_ages
1220	all_ages
1862	all_ages
1617	all_ages
995	all_ages
516	all_ages
534	all_ages
307	all_ages
2971	all_ages
2299	all_ages
1759	all_ages
2047	all_ages
7933	R18
4369	all_ages
18882	all_ages
1935	all_ages
10954	all_ages
9389	all_ages
2328	all_ages
9853	all_ages
282	all_ages
6816	all_ages
12351	all_ages
6650	all_ages
798	all_ages
11784	all_ages
9726	all_ages
284	all_ages
6593	all_ages
1938	all_ages
6651	all_ages
1941	all_ages
4019	all_ages
303	all_ages
1942	all_ages
4045	all_ages
310	all_ages
4282	all_ages
5653	all_ages
317	all_ages
3626	all_ages
330	all_ages
7747	all_ages
10291	all_ages
1851	all_ages
2729	all_ages
2531	all_ages
3179	all_ages
1372	all_ages
2605	all_ages
